timestamp,cpu,memory
2025-07-13T11:09:07.491749,0.002312027,32755712.0
2025-07-13T11:09:13.778541,0.002312027,32755712.0
2025-07-13T11:09:20.204882,0.002312027,32755712.0
2025-07-13T11:09:26.511298,0.002308177,32755712.0
2025-07-13T11:09:33.102577,0.002308177,32755712.0
2025-07-13T11:09:39.389874,0.002308177,32755712.0
2025-07-13T11:09:45.678725,0.002308177,32755712.0
2025-07-13T11:09:51.982873,0.002308177,32755712.0
2025-07-13T11:09:58.286039,0.002448888,32755712.0
2025-07-13T11:10:04.587046,0.002448888,32755712.0
2025-07-13T11:10:10.883072,0.002448888,32755712.0
2025-07-13T11:10:17.170045,0.002448888,32755712.0
2025-07-13T11:10:23.615622,0.00261217,32755712.0
2025-07-13T11:10:29.931968,0.00261217,32755712.0
2025-07-13T11:10:36.254531,0.00261217,32755712.0
2025-07-13T11:10:42.556523,0.00261217,32755712.0
2025-07-13T11:10:49.005886,0.00261217,32755712.0
2025-07-13T11:10:55.375808,0.002496643,32755712.0
2025-07-13T11:11:01.705067,0.002496643,32755712.0
2025-07-13T11:11:08.023804,0.002496643,32755712.0
2025-07-13T11:11:14.317735,0.002496643,32755712.0
2025-07-13T11:11:20.627272,0.002496643,32755712.0
2025-07-13T11:11:26.932334,0.003138675,33333248.0
2025-07-13T11:11:33.457757,0.003138675,33333248.0
2025-07-13T11:11:39.752114,0.003138675,33333248.0
2025-07-13T11:11:46.041858,0.003138675,33333248.0
2025-07-13T11:11:52.336645,0.00267858,33333248.0
2025-07-13T11:11:58.633633,0.00267858,33333248.0
2025-07-13T11:12:04.931898,0.00267858,33333248.0
2025-07-13T11:12:11.252588,0.00267858,33333248.0
2025-07-13T11:12:17.539821,0.00267858,33333248.0
2025-07-13T11:12:23.851000,0.002574269,33333248.0
2025-07-13T11:12:30.276084,0.002574269,33333248.0
2025-07-13T11:12:36.570097,0.002574269,33333248.0
2025-07-13T11:12:42.866109,0.002574269,33333248.0
2025-07-13T11:12:50.310092,0.002574269,33333248.0
2025-07-13T11:12:56.615012,0.002482073,33333248.0
2025-07-13T11:13:03.043807,0.002482073,33333248.0
2025-07-13T11:13:09.407041,0.002482073,33333248.0
2025-07-13T11:13:15.702987,0.002482073,33333248.0
2025-07-13T11:13:22.021945,0.002482073,33333248.0
2025-07-13T11:13:28.308360,0.002556382,33333248.0
2025-07-13T11:13:34.611839,0.002556382,33333248.0
2025-07-13T11:13:40.902944,0.002556382,33333248.0
