level,ip,port,method,path,status,msg,timestamp,message,endpoint
INFO,172.17.0.1,45876,POST,/auth/refresh?token=token-user14,200,OK,,OK,/auth/refresh?token=token-user14
INFO,172.17.0.1,45878,GET,/admin/logs,200,OK,,OK,/admin/logs
INFO,172.17.0.1,45894,POST,/login?username=user12,200,OK,,OK,/login?username=user12
INFO,172.17.0.1,45902,GET,/items,200,OK,,OK,/items
INFO,172.17.0.1,45912,POST,/register?username=user74,200,OK,,OK,/register?username=user74
INFO,172.17.0.1,45914,GET,/search?q=error,200,OK,,OK,/search?q=error
INFO,172.17.0.1,45920,GET,/missing,404,Not Found,,Not Found,/missing
INFO,172.17.0.1,45932,GET,/user/1?user_id=1,200,OK,,OK,/user/1?user_id=1
INFO,172.17.0.1,45940,POST,/order/9506/cancel?order_id=9506,200,OK,,OK,/order/9506/cancel?order_id=9506
INFO,172.17.0.1,45944,GET,/random,404,Not Found,,Not Found,/random
INFO,172.17.0.1,45948,GET,/non-existent-route,404,Not Found,,Not Found,/non-existent-route
INFO,172.17.0.1,45960,GET,/order/6642?order_id=6642,200,OK,,OK,/order/6642?order_id=6642
INFO,172.17.0.1,45972,GET,/bad,404,Not Found,,Not Found,/bad
INFO,172.17.0.1,45988,POST,/login?username=user54,200,OK,,OK,/login?username=user54
INFO,172.17.0.1,45996,GET,/missing,404,Not Found,,Not Found,/missing
INFO,172.17.0.1,46004,GET,/items/7?item_id=7,200,OK,,OK,/items/7?item_id=7
INFO,172.17.0.1,46008,GET,/health,200,OK,,OK,/health
INFO,172.17.0.1,46020,PUT,/items/2/update?item_id=2&name=Item16,200,OK,,OK,/items/2/update?item_id=2&name=Item16
INFO,172.17.0.1,46034,GET,/health,200,OK,,OK,/health
INFO,172.17.0.1,46044,GET,/fail,500,Internal Server Error,,Internal Server Error,/fail
INFO,172.17.0.1,46054,POST,/order?item_id=5&user_id=12,200,OK,,OK,/order?item_id=5&user_id=12
INFO,172.17.0.1,46068,GET,/unstable,400,Bad Request,,Bad Request,/unstable
INFO,172.17.0.1,46078,GET,/user/7?user_id=7,200,OK,,OK,/user/7?user_id=7
INFO,172.17.0.1,46080,POST,/auth/refresh?token=token-user13,200,OK,,OK,/auth/refresh?token=token-user13
INFO,172.17.0.1,46096,PUT,/user/11/update?user_id=11&name=User96,200,OK,,OK,/user/11/update?user_id=11&name=User96
INFO,172.17.0.1,46110,GET,/slow,200,OK,,OK,/slow
INFO,172.17.0.1,46120,GET,/items/1?item_id=1,200,OK,,OK,/items/1?item_id=1
INFO,172.17.0.1,46128,DELETE,/items/17/delete?item_id=17,200,OK,,OK,/items/17/delete?item_id=17
INFO,172.17.0.1,46142,PUT,/user/11/update?user_id=11&name=User64,200,OK,,OK,/user/11/update?user_id=11&name=User64
INFO,172.17.0.1,46144,POST,/auth/logout?username=user77,200,OK,,OK,/auth/logout?username=user77
INFO,172.17.0.1,46158,GET,/fail,500,Internal Server Error,,Internal Server Error,/fail
INFO,172.17.0.1,46160,GET,/bad,404,Not Found,,Not Found,/bad
INFO,172.17.0.1,46176,GET,/404,404,Not Found,,Not Found,/404
INFO,172.17.0.1,46182,GET,/admin/logs,200,OK,,OK,/admin/logs
INFO,172.17.0.1,46184,GET,/items/7?item_id=7,200,OK,,OK,/items/7?item_id=7
INFO,172.17.0.1,46188,GET,/search?q=admin,200,OK,,OK,/search?q=admin
INFO,172.17.0.1,46196,GET,/missing,404,Not Found,,Not Found,/missing
INFO,172.17.0.1,46200,POST,/register?username=user82,200,OK,,OK,/register?username=user82
INFO,172.17.0.1,46210,POST,/logout?username=user94,200,OK,,OK,/logout?username=user94
INFO,172.17.0.1,46212,POST,/items?name=item11,200,OK,,OK,/items?name=item11
INFO,172.17.0.1,46216,GET,/items,200,OK,,OK,/items
INFO,172.17.0.1,46222,POST,/order?item_id=1&user_id=20,200,OK,,OK,/order?item_id=1&user_id=20
INFO,172.17.0.1,46226,GET,/status,200,OK,,OK,/status
INFO,172.17.0.1,46228,GET,/error,200,OK,,OK,/error
INFO,172.17.0.1,46234,GET,/random,404,Not Found,,Not Found,/random
INFO,172.17.0.1,46240,GET,/order/1825?order_id=1825,200,OK,,OK,/order/1825?order_id=1825
INFO,172.17.0.1,46242,GET,/fail,500,Internal Server Error,,Internal Server Error,/fail
INFO,172.17.0.1,46246,POST,/logout?username=user23,200,OK,,OK,/logout?username=user23
INFO,172.17.0.1,46250,GET,/random,404,Not Found,,Not Found,/random
INFO,172.17.0.1,46266,GET,/doesnotexist,404,Not Found,,Not Found,/doesnotexist
INFO,172.17.0.1,46272,GET,/items/18?item_id=18,200,OK,,OK,/items/18?item_id=18
INFO,172.17.0.1,46278,PUT,/user/17/update?user_id=17&name=User26,200,OK,,OK,/user/17/update?user_id=17&name=User26
INFO,172.17.0.1,46286,DELETE,/user/6/delete?user_id=6,200,OK,,OK,/user/6/delete?user_id=6
INFO,172.17.0.1,46290,DELETE,/user/3/delete?user_id=3,200,OK,,OK,/user/3/delete?user_id=3
INFO,172.17.0.1,46298,GET,/,200,OK,,OK,/
INFO,172.17.0.1,46314,GET,/non-existent-route,404,Not Found,,Not Found,/non-existent-route
INFO,172.17.0.1,46328,GET,/health,200,OK,,OK,/health
INFO,172.17.0.1,46338,POST,/logout?username=user17,200,OK,,OK,/logout?username=user17
INFO,172.17.0.1,46342,GET,/random,404,Not Found,,Not Found,/random
INFO,172.17.0.1,46356,POST,/register?username=user73,200,OK,,OK,/register?username=user73
INFO,172.17.0.1,46366,GET,/items/6?item_id=6,200,OK,,OK,/items/6?item_id=6
INFO,172.17.0.1,46378,GET,/health,200,OK,,OK,/health
INFO,172.17.0.1,46380,DELETE,/items/10/delete?item_id=10,200,OK,,OK,/items/10/delete?item_id=10
INFO,172.17.0.1,46382,GET,/health,200,OK,,OK,/health
INFO,172.17.0.1,46398,GET,/search?q=slow,200,OK,,OK,/search?q=slow
INFO,172.17.0.1,46414,GET,/fail,500,Internal Server Error,,Internal Server Error,/fail
INFO,172.17.0.1,46424,GET,/fail,500,Internal Server Error,,Internal Server Error,/fail
INFO,172.17.0.1,46426,GET,/order/4051?order_id=4051,200,OK,,OK,/order/4051?order_id=4051
INFO,172.17.0.1,46434,GET,/random,404,Not Found,,Not Found,/random
INFO,172.17.0.1,46448,GET,/,200,OK,,OK,/
INFO,172.17.0.1,46454,GET,/health,200,OK,,OK,/health
INFO,172.17.0.1,46466,GET,/search?q=slow,200,OK,,OK,/search?q=slow
INFO,172.17.0.1,46476,POST,/logout?username=user27,200,OK,,OK,/logout?username=user27
INFO,172.17.0.1,46490,PUT,/user/17/update?user_id=17&name=User52,200,OK,,OK,/user/17/update?user_id=17&name=User52
INFO,172.17.0.1,46506,GET,/slow,200,OK,,OK,/slow
INFO,172.17.0.1,46520,GET,/bad,404,Not Found,,Not Found,/bad
INFO,172.17.0.1,46524,GET,/health,200,OK,,OK,/health
INFO,172.17.0.1,46534,GET,/items,200,OK,,OK,/items
INFO,172.17.0.1,46540,GET,/admin/stats,200,OK,,OK,/admin/stats
INFO,172.17.0.1,46546,GET,/,200,OK,,OK,/
INFO,172.17.0.1,46558,GET,/error,200,OK,,OK,/error
INFO,172.17.0.1,46562,PUT,/items/11/update?item_id=11&name=Item50,200,OK,,OK,/items/11/update?item_id=11&name=Item50
INFO,172.17.0.1,46566,POST,/auth/refresh?token=token-user14,200,OK,,OK,/auth/refresh?token=token-user14
INFO,172.17.0.1,46570,GET,/health,200,OK,,OK,/health
INFO,172.17.0.1,46578,POST,/order/7073/cancel?order_id=7073,200,OK,,OK,/order/7073/cancel?order_id=7073
INFO,172.17.0.1,46592,POST,/auth/logout?username=user44,200,OK,,OK,/auth/logout?username=user44
INFO,172.17.0.1,46594,GET,/unstable,504,Gateway Timeout,,Gateway Timeout,/unstable
INFO,172.17.0.1,33198,POST,/items?name=item37,200,OK,,OK,/items?name=item37
INFO,172.17.0.1,33214,PUT,/items/5/update?item_id=5&name=Item92,200,OK,,OK,/items/5/update?item_id=5&name=Item92
INFO,172.17.0.1,33222,PUT,/user/8/update?user_id=8&name=User78,200,OK,,OK,/user/8/update?user_id=8&name=User78
INFO,172.17.0.1,33224,GET,/admin/logs,200,OK,,OK,/admin/logs
INFO,172.17.0.1,33228,GET,/non-existent-route,404,Not Found,,Not Found,/non-existent-route
INFO,172.17.0.1,33240,GET,/error,200,OK,,OK,/error
INFO,172.17.0.1,33244,DELETE,/user/3/delete?user_id=3,200,OK,,OK,/user/3/delete?user_id=3
INFO,172.17.0.1,33254,GET,/fail,500,Internal Server Error,,Internal Server Error,/fail
INFO,172.17.0.1,33258,POST,/order?item_id=9&user_id=11,200,OK,,OK,/order?item_id=9&user_id=11
INFO,172.17.0.1,33260,POST,/order?item_id=16&user_id=11,200,OK,,OK,/order?item_id=16&user_id=11
INFO,172.17.0.1,33276,POST,/auth/login?username=user58,200,OK,,OK,/auth/login?username=user58
INFO,172.17.0.1,33286,POST,/auth/refresh?token=token-user46,200,OK,,OK,/auth/refresh?token=token-user46
INFO,172.17.0.1,33296,DELETE,/items/15/delete?item_id=15,200,OK,,OK,/items/15/delete?item_id=15
INFO,172.17.0.1,33306,POST,/auth/login?username=user81,200,OK,,OK,/auth/login?username=user81
INFO,172.17.0.1,33320,PUT,/items/15/update?item_id=15&name=Item61,200,OK,,OK,/items/15/update?item_id=15&name=Item61
INFO,172.17.0.1,33324,POST,/logout?username=user39,200,OK,,OK,/logout?username=user39
INFO,172.17.0.1,33326,POST,/logout?username=user66,200,OK,,OK,/logout?username=user66
INFO,172.17.0.1,33340,GET,/admin/stats,200,OK,,OK,/admin/stats
INFO,172.17.0.1,33344,POST,/register?username=user21,200,OK,,OK,/register?username=user21
INFO,172.17.0.1,33354,GET,/missing,404,Not Found,,Not Found,/missing
INFO,172.17.0.1,33356,GET,/bad,404,Not Found,,Not Found,/bad
INFO,172.17.0.1,33366,GET,/,200,OK,,OK,/
INFO,172.17.0.1,33372,GET,/status,200,OK,,OK,/status
INFO,172.17.0.1,33386,GET,/doesnotexist,404,Not Found,,Not Found,/doesnotexist
INFO,172.17.0.1,33402,GET,/user/6?user_id=6,200,OK,,OK,/user/6?user_id=6
INFO,172.17.0.1,33406,GET,/status,200,OK,,OK,/status
INFO,172.17.0.1,33416,DELETE,/user/4/delete?user_id=4,200,OK,,OK,/user/4/delete?user_id=4
INFO,172.17.0.1,33420,GET,/non-existent-route,404,Not Found,,Not Found,/non-existent-route
INFO,172.17.0.1,33426,GET,/missing,404,Not Found,,Not Found,/missing
INFO,172.17.0.1,33430,GET,/error,200,OK,,OK,/error
INFO,172.17.0.1,33446,POST,/items?name=item23,200,OK,,OK,/items?name=item23
INFO,172.17.0.1,33454,GET,/admin/stats,200,OK,,OK,/admin/stats
INFO,172.17.0.1,33458,GET,/admin/logs,200,OK,,OK,/admin/logs
INFO,172.17.0.1,33468,GET,/items/18?item_id=18,200,OK,,OK,/items/18?item_id=18
INFO,172.17.0.1,33472,POST,/auth/login?username=user48,200,OK,,OK,/auth/login?username=user48
INFO,172.17.0.1,33488,GET,/items/16?item_id=16,200,OK,,OK,/items/16?item_id=16
INFO,172.17.0.1,33504,POST,/auth/logout?username=user68,200,OK,,OK,/auth/logout?username=user68
INFO,172.17.0.1,33510,GET,/404,404,Not Found,,Not Found,/404
INFO,172.17.0.1,33516,POST,/auth/logout?username=user70,200,OK,,OK,/auth/logout?username=user70
INFO,172.17.0.1,33524,PUT,/user/13/update?user_id=13&name=User51,200,OK,,OK,/user/13/update?user_id=13&name=User51
INFO,172.17.0.1,33540,GET,/random,404,Not Found,,Not Found,/random
INFO,172.17.0.1,33546,POST,/auth/logout?username=user60,200,OK,,OK,/auth/logout?username=user60
INFO,172.17.0.1,33552,GET,/health,200,OK,,OK,/health
INFO,172.17.0.1,33558,GET,/items/11?item_id=11,200,OK,,OK,/items/11?item_id=11
INFO,172.17.0.1,33560,POST,/order?item_id=4&user_id=15,200,OK,,OK,/order?item_id=4&user_id=15
INFO,172.17.0.1,33562,GET,/status,200,OK,,OK,/status
INFO,172.17.0.1,33566,GET,/unstable,400,Bad Request,,Bad Request,/unstable
INFO,172.17.0.1,33576,POST,/logout?username=user12,200,OK,,OK,/logout?username=user12
INFO,172.17.0.1,33582,POST,/order?item_id=10&user_id=3,200,OK,,OK,/order?item_id=10&user_id=3
INFO,172.17.0.1,33594,GET,/admin/logs,200,OK,,OK,/admin/logs
INFO,172.17.0.1,33600,GET,/items/6?item_id=6,200,OK,,OK,/items/6?item_id=6
INFO,172.17.0.1,33610,GET,/error,200,OK,,OK,/error
INFO,172.17.0.1,33612,GET,/admin/stats,200,OK,,OK,/admin/stats
INFO,172.17.0.1,33618,POST,/items?name=item62,200,OK,,OK,/items?name=item62
INFO,172.17.0.1,33626,GET,/order/8483?order_id=8483,200,OK,,OK,/order/8483?order_id=8483
INFO,172.17.0.1,33638,GET,/bad,404,Not Found,,Not Found,/bad
INFO,172.17.0.1,33648,GET,/items/13?item_id=13,200,OK,,OK,/items/13?item_id=13
INFO,172.17.0.1,33654,GET,/search?q=test,200,OK,,OK,/search?q=test
INFO,172.17.0.1,33666,DELETE,/items/9/delete?item_id=9,200,OK,,OK,/items/9/delete?item_id=9
